index,provider_number,npi,name,address,city,state,state_name,county_me,zip_code,latitude,longitude,phone_quality,year_facility,state_code,county_code,tract_code,block_code,geo_msa_name,geo_msa_code,distance_km,radius_count,geo_medage,geo_malemedage,geo_femalemedage,geo_totalpop,geo_malepop,geo_malepop_percent,geo_femalepop,geo_femalepop_percent,geo_whitepop,geo_whitepop_percent,geo_blackpop,geo_blackpop_percent,geo_nativeamericanpop,geo_nativeamericanpop_percent,geo_asianpop,geo_asianpop_percent,geo_latinopop,geo_latinopop_percent,b01003_001e_county,b02015_002e_county,b02015_007e_county,b02015_010e_county,b02015_012e_county,b02015_022e_county,b05001_002e_county,b09001_001e_county,b11001_001e_county,b11012_002e_county,b14001_001e_county,b14007f_017e_county,b14007f_018e_county,b17001_002e_county,b17001b_002e_county,b17001d_002e_county,b17001h_002e_county,b19013_001e_county,b19013a_001e_county,b19013b_001e_county,b19013c_001e_county,b19013d_001e_county,b19013i_001e_county,b19051_001e_county,b19083_001e_county,b19101_001e_county,b19101a_001e_county,b19101b_001e_county,b19101d_001e_county,b19101i_001e_county,b19119_001e_county,b23006_001e_county,b24114_027e_county,b24114_140e_county,b24114_203e_county,b27001_001e_county,b27006_001e_county,b27007_001e_county,b27017_001e_county,b27018_001e_county,b28011_001e_county,medical_managerspc_county,healthcare_socialworkerspc_count,emergency_medicinephysicianspc_c,b01003_001e_state,b02015_002e_state,b02015_007e_state,b02015_010e_state,b02015_012e_state,b02015_022e_state,b05001_002e_state,b09001_001e_state,b11001_001e_state,b11012_002e_state,b14001_001e_state,b14007f_017e_state,b14007f_018e_state,b17001_002e_state,b17001b_002e_state,b17001d_002e_state,b17001h_002e_state,b19013_001e_state,b19013a_001e_state,b19013b_001e_state,b19013c_001e_state,b19013d_001e_state,b19013i_001e_state,b19051_001e_state,b19083_001e_state,b19101_001e_state,b19101a_001e_state,b19101b_001e_state,b19101d_001e_state,b19101i_001e_state,b19119_001e_state,b23006_001e_state,b24114_027e_state,b24114_140e_state,b24114_203e_state,b27001_001e_state,b27006_001e_state,b27007_001e_state,b27017_001e_state,b27018_001e_state,b28011_001e_state,medical_managerspc_state,healthcare_socialworkerspc_state,emergency_medicinephysicianspc_s,endoscopy,cataract,colonoscopy_count,colonoscopy_performance,colonoscopy_rate,normothermia,anterior_vitrectomy,professional_care,adequate_care,poor_care,care_score,strong_communication,adequate_communication,poor_communication,communication_score,excellent_rating,fair_rating,poor_rating,definite_recommendation,probable_recommendation,no_recommendation,recommendation_score,sample_count,completed_surveys,response_rate,survey_start,survey_end
295,05C0002160,1215381843,Uc Regents,7320 Woodland Ave Ste. 320,West Hills,CA,California,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,871,No Different Than the National Rate,11.1,NA,NA,,,,,,,,,,,,,,,,,,,,
296,05C0002037,1275883514,Hospital Cir Surgery Center Inc,"210 Hospital Circle, Suite D",Westminster,CA,California,,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,06C0001144,1881020899,"Surgcenter Of Castle Rock, Llc","4700 Castleton Way, Suite 101",Castle Rock,CO,Colorado,,80109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,06C0001083,1326563537,Digestive Disease Endoscopy Center,715 N Weber St,Colorado Springs,CO,Colorado,,80903,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,637,No Different Than the National Rate,11.3,NA,NA,,,,,,,,,,,,,,,,,,,,
299,06C0001148,1780014068,Peak Surgery Center,"9320 Grand Cordera Parkway, Suite 200",Colorado Springs,CO,Colorado,,80924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,06C0001142,1740629245,Pinnacle Surgery Center,"2770 Union Blvd, Ste 180",Colorado Springs,CO,Colorado,,80909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,06C0001147,1235568981,Redlands Mesa Surgery Center,201 West Park Drive,Grand Junction,CO,Colorado,,81505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,06C0001150,1649676602,"Mile High Surgery Center, Llc","5351 South Roslyn Street, Ste 300",Greenwood Village,CO,Colorado,,80111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,06C0001133,1194723981,Greenwood Asc Llc Dba Colorado Premier Surgery Center At Greenwood Village,7447 East Berry Ave Suite 100,Greenwood Village,CO,Colorado,,80111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,06C0001143,1487096061,Arete Surgical Center Llc,4397 Ronald Reagan Blvd,Johnstown,CO,Colorado,,80534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,06C0001145,1538507942,Kaiser Permanente,10240 Park Meadows Dr,Denver,CO,Colorado,,80247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,37C0001070,1437549359,Center Of Surgical Excellence Llc,4100 Jerry Murphy Rd Ste B,Pueblo,CO,Colorado,,81001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,06C0001159,1588756621,Highline South Ambulatory Surgery Center,11 West Dry Creek Cir Suite 120,Littleton,CO,Colorado,,80120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,06C0001159,1891186987,Functional Neurosurgical Ambulatory Surgery Centerllc,11 West Dry Creek Cir Suite 120,Littleton,CO,Colorado,,80120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,06C0001156,1417294745,Coal Creek Asc,130 Old Laramie Trail,Lafayette,CO,Colorado,,80026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,06C0001176,1548738495,Ocr Loveland Surgery Center,3470 East 15Th St,Loveland,CO,Colorado,,80538,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,100,NA,,,,,,,,,,,,,,,,,,,,
311,06C0001167,1326557653,Sj East Campus Llc Asc Dba Denver Surgery Center,1830 Franklin St Suite 200,Denver,CO,Colorado,,80218,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,100,NA,,,,,,,,,,,,,,,,,,,,
312,06C0001174,1285121020,Surgery Center At Kissing Camels Llc,2955 Professional Pl Suite 100,Colorado Springs,CO,Colorado,,80904,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,100,NA,,,,,,,,,,,,,,,,,,,,
313,06C0001049,1477615284,Rocky Mountain Endoscopy Centers Llc,10001 N. Washington St.,Lakewood,CO,Colorado,,80227,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,NA,4640,No Different Than the National Rate,13,NA,NA,,,,,,,,,,,,,,,,,,,,
314,06C0001070,1477615284,Rocky Mountain Endoscopy Centers Llc,3333 S. Wadsworth Blvd Ste 100,Lakewood,CO,Colorado,,80227,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,NA,4640,No Different Than the National Rate,13,NA,NA,,,,,,,,,,,,,,,,,,,,
315,06C0001166,1831686674,Castle Rock Surgicenter Llc,4700 Castleton Way Suite 101,Castle Rock,CO,Colorado,,80109,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,96.26,NA,,,,,,,,,,,,,,,,,,,,
316,06C0001172,1174010011,Dtc Surgery Center Llc,4380 South Syracuse St Suite 120,Denver,CO,Colorado,,80237,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,100,NA,,,,,,,,,,,,,,,,,,,,
317,06C0001171,1972030161,Advanced Vision Surgery Center,1390 Dry Creek Dr,Longmont,CO,Colorado,,80503,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,100,0.48,,,,,,,,,,,,,,,,,,,,
318,06C0001169,1770075467,Dry Creek Surgery Center Llc,125 Inverness Dr E Ste 150,Englewood,CO,Colorado,,80112,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,98.66,NA,,,,,,,,,,,,,,,,,,,,
319,06C0001158,1437501145,North Care Asc Llc,6071 E Woodmen Rd,Colorado Springs,CO,Colorado,,80923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,06C0001135,1710247515,Surgery Center Of The Rockies Llc,1300 S Potomac Suite 122,Aurora,CO,Colorado,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,100,0.93,,,,,,,,,,,,,,,,,,,,
321,06C0001140,1104189042,Foothills Surgery Center Llc,4743 Arapahoe Ave Suite 101,Boulder,CO,Colorado,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,92.43,0.82,,,,,,,,,,,,,,,,,,,,
322,06C0001139,1053661108,Research Surgical Center Llc,"2446 Research Parkway, Ste 100",Colorado Springs,CO,Colorado,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,99.62,NA,,,,,,,,,,,,,,,,,,,,
323,06C0001149,1942540851,The Orthopaedic And Spine Center Of Southern Colorado Llc,"4110 Briargate Pkwy, Ste 200",Colorado Springs,CO,Colorado,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,100,NA,,,,,,,,,,,,,,,,,,,,
324,06C0001155,1912388026,Surgical Center Of Peak Endoscopy Llc,2920 N. Cascade Avenue,Colorado Springs,CO,Colorado,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,470,No Different Than the National Rate,14.7,NA,NA,,,,,,,,,,,,,,,,,,,,
325,06C0001138,1326313727,Hampden Surgery Center Llc,"4380 S Syracuse Street, Suite 120",Denver,CO,Colorado,,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,06C0001136,1356610174,Cherry Creek Surgery Center Llc,5060 South Syracuse Street,Denver,CO,Colorado,,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,06C0001157,1962958223,Northglenn Endoscopy Center Llc,11900 Grant Street #320,Denver,CO,Colorado,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,465,No Different Than the National Rate,12.5,NA,NA,,,,,,,,,,,,,,,,,,,,
328,06C0001134,1447539861,Vail Valley Surgery Center Llc Dba Vail Valley Surgery Center Edwards,320 Beard Creek Road,Edwards,CO,Colorado,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,694,No Different Than the National Rate,13.1,NA,NA,,,,,,,,,,,,,,,,,,,,
329,06C0001151,1053711275,Icon Surgery Center Of Denver,10520 El Diente Court,Englewood,CO,Colorado,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,0.39,,,,,,,,,,,,,,,,,,,,
330,06C0001141,1245749258,Focus Hand Surgicenter Llc,"601 E. Hampden Ave, Suite 500",Englewood,CO,Colorado,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,100,NA,,,,,,,,,,,,,,,,,,,,
331,06C0001025,1104993799,Surgery Center Of Fort Collins Llc,1524 South Lemay,Fort Collins,CO,Colorado,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,60,No Different Than the National Rate,12.2,NA,NA,,,,,,,,,,,,,,,,,,,,
332,06C0001132,1083912745,Red Rocks Surgery Centers Llc,400 Indiana Street #100,Golden,CO,Colorado,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,181,No Different Than the National Rate,11.4,100,NA,,,,,,,,,,,,,,,,,,,,
333,06C0001146,1689003766,Canyon View Asc,2373 G Road Suite 180,Grand Junction,CO,Colorado,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.56,NA,103,No Different Than the National Rate,11.6,96,1.04,,,,,,,,,,,,,,,,,,,,
334,06C0001153,1245635093,Park Ridge Surgery Center Llc,10450 Park Meadows Drive,Lone Tree,CO,Colorado,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,100,NA,,,,,,,,,,,,,,,,,,,,
335,06C0001162,1770958522,Uchealth Longs Peak Surgery Center,1750 East Ken Pratt Blvd,Longmont,CO,Colorado,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.83,NA,762,No Different Than the National Rate,12.3,100,0,,,,,,,,,,,,,,,,,,,,
336,06C0001152,1811300403,Summit Surgery Center,3620 E 15Th Street,Loveland,CO,Colorado,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,0.87,,,,,,,,,,,,,,,,,,,,
337,07C0001057,1326356320,Orthopaedic & Neurosurgery Center Of Greenwich Llc,55 Holly Hill Lane,Greenwich,CT,Connecticut,,6830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,07C0001066,1255820544,Wallingford Endoscopy Center Llc,863 North Main St Ext Suite 300,Wallingford,CT,Connecticut,,6492,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.08,NA,209,No Different Than the National Rate,12.1,NA,NA,,,,,,,,,,,,,,,,,,,,
339,24C0000178,1043482128,Cvw Body Design Center,2001 W Main St Suite 155,Stamford,CT,Connecticut,,6902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,07C0001062,1962879932,Guilford Surgery Center Llc,246 Goose Lane Suite 203,Guilford,CT,Connecticut,,6437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,07C0001065,1255797726,Bloomfield Asc Llc,580 Cottage Grove Rd Suite 211,Bloomfield,CT,Connecticut,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.73,NA,NA,Number of Cases Too Small,NA,67.5,0.53,,,,,,,,,,,,,,,,,,,,
342,07C0001063,1336695188,Hhc Hartford Surgery Center Llc,"31 Seymour St, Suite 300",Hartford,CT,Connecticut,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,90.44,NA,,,,,,,,,,,,,,,,,,,,
343,07C0001058,1164732426,Norwalk Surgery Center Llc,40 Cross Street,Norwalk,CT,Connecticut,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,100,0,,,,,,,,,,,,,,,,,,,,
344,07C0001059,1821332370,River Valley Ambulatory Surgical Center,45 Salem Tnpk,Norwich,CT,Connecticut,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.92,NA,242,No Different Than the National Rate,12.3,99.83,0.41,,,,,,,,,,,,,,,,,,,,
345,07C0001060,1528479664,Hhc Southington Surgery Center Llc,"81 Meriden Avenue, Suite C301",Southington,CT,Connecticut,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,99.88,NA,,,,,,,,,,,,,,,,,,,,
346,07C0001061,1396120168,Stamford Asc Llc,32 Strawberry Hill Court,Stamford,CT,Connecticut,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,99.68,NA,,,,,,,,,,,,,,,,,,,,
347,07C0001064,1316317134,Summer St Asc Llc,1290 Summer St,Stamford,CT,Connecticut,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.77,NA,104,No Different Than the National Rate,13,97.5,NA,,,,,,,,,,,,,,,,,,,,
348,08C0001030,1447570213,"Seaford Specialty Surgery Center, Llc",400 Health Services Drive,Seaford,DE,Delaware,,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,10C0001558,1861641508,Deerfield Beach Outpatient Surgical Center,250 Sw Natura Ave,Deerfield Beach,FL,Florida,,33441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,10C0001566,1750685111,Midtown Outpatient Surgery Center Llc,4600 Linton Blvd Suite 100,Delray Beach,FL,Florida,,33445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
