index,provider_number,npi,name,address,city,state,state_name,county_name,zip_code,latitude,longitude,endoscopy,cataract,colonoscopy_count,colonoscopy_performance,colonoscopy_rate,normothermia,anterior_vitrectomy,state_code,county_fips,tract_code,block_code,geo_msa_name,geo_msa_code,geo_medage,geo_malemedage,geo_femalemedage,geo_totalpop,geo_malepop,geo_malepop_percent,geo_femalepop,geo_femalepop_percent,geo_whitepop,geo_whitepop_percent,geo_blackpop,geo_blackpop_percent,geo_nativeamericanpop,geo_nativeamericanpop_percent,geo_asianpop,geo_asianpop_percent,geo_latinopop,geo_latinopop_percent,census_pop_2010,uic_code,description,urban_rural,year_facility
389,05C0001586,1700985397,Elite Surgical Centers-Del Mar,"3434 Midway Drive, #1006",San Diego,CA,California,San Diego County,92130,32.93,-117.24,NA,NA,NA,NA,NA,NA,0.87,6,6073,8373,2009,"San Diego-Chula Vista-Carlsbad, CA",NA,36.3,33.3,39.1,8751,4177,0.477,4574,0.523,4391,0.57,36,0.005,0,0,3036,0.394,1052,0.12,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
390,05C0002181,1568814010,Surgery Center Of California,835 3Rd Ave Suite B/C,Chula Vista,CA,California,San Diego County,91911,32.62,-117.07,NA,NA,NA,NA,NA,100,1.03,6,6073,12900,1014,"San Diego-Chula Vista-Carlsbad, CA",41740,36.5,35.9,38.4,1492,722,0.484,770,0.516,449,0.738,95,0.156,0,0,47,0.077,884,0.592,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
391,05C0001281,1336107580,Healthsouth Rancho Bernardo Surg Ctr,17190 Bernardo Center Drive Suite 100,San Diego,CA,California,San Diego County,92128,33.02,-117.07,NA,NA,685,No Different Than the NAtioNAl Rate,10.6,NA,NA,6,6073,17014,1002,"San Diego-Chula Vista-Carlsbad, CA",41740,73.7,73.1,76.4,1282,529,0.413,753,0.587,1033,0.872,31,0.026,0,0,121,0.102,97,0.076,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
392,05C0001204,1942617477,Center For Endoscopy Llc,3921 Waring Rd. Suite B,Oceanside,CA,California,San Diego County,92056,33.19,-117.29,NA,NA,2209,No Different Than the NAtioNAl Rate,9.3,NA,NA,6,6073,18518,2011,"San Diego-Chula Vista-Carlsbad, CA",41740,29.9,31.7,29.7,2228,1072,0.481,1156,0.519,384,0.677,33,0.058,0,0,45,0.079,1661,0.746,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
393,05C0001842,1821112145,Scripps Encinitas Surgery Center,"320 Santa Fe Drive, Suite Ll2",Encinitas,CA,California,San Diego County,92024,33.04,-117.29,NA,NA,NA,NA,NA,100,0.32,6,6073,17501,3004,"San Diego-Chula Vista-Carlsbad, CA",NA,41,38.7,46.5,1324,688,0.52,636,0.48,1128,0.979,0,0,0,0,9,0.008,172,0.13,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
394,05C0001873,1003017351,Carlsbad Surgery Center,6121 Paseo Del Norte Suite 100,Carlsbad,CA,California,San Diego County,92011,33.12,-117.32,50.91,NA,60,No Different Than the NAtioNAl Rate,11.8,99.78,NA,6,6073,17811,1000,"San Diego-Chula Vista-Carlsbad, CA",41740,58.3,52.9,62.8,1145,503,0.439,642,0.561,854,0.915,0,0,0,0,56,0.06,212,0.185,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
395,05C0001090,1326004110,Grossmont Surgery Ctr,8881 Fletcher Parkway,La Mesa,CA,California,San Diego County,91942,32.78,-117.01,NA,NA,1382,No Different Than the NAtioNAl Rate,10.9,NA,NA,6,6073,15000,2020,"San Diego-Chula Vista-Carlsbad, CA",41740,29.7,29.8,29.5,3168,1793,0.566,1375,0.434,1415,0.648,227,0.104,0,0,296,0.136,986,0.311,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
396,05C0001046,1093802225,"Endoscopy Center Of Chula Vista,The","681 Third Ave, Suite B",Chula Vista,CA,California,San Diego County,91910,32.63,-117.07,75.39,NA,1407,No Different Than the NAtioNAl Rate,11.1,NA,NA,6,6073,12900,3003,"San Diego-Chula Vista-Carlsbad, CA",41740,35.9,42.4,30.7,1253,657,0.524,596,0.476,256,0.54,6,0.013,0,0,114,0.241,779,0.622,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
397,05C0001756,1427326677,The Endoscopy Center,191 Biltmore Ave,Encinitas,CA,California,San Diego County,92024,33.06,-117.26,91.56,NA,2065,Better Than the NAtioNAl Rate,9,NA,NA,6,6073,17107,2003,"San Diego-Chula Vista-Carlsbad, CA",NA,52.6,53.4,48.4,1026,524,0.511,502,0.489,865,0.881,0,0,0,0,62,0.063,44,0.043,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
398,05C0001996,1659657856,Alfa Surgery Center,"256 Landis Ave, Ste 100",Chula Vista,CA,California,San Diego County,91910,32.64,-117.08,NA,NA,398,No Different Than the NAtioNAl Rate,13.7,NA,NA,6,6073,12302,1004,"San Diego-Chula Vista-Carlsbad, CA",41740,33.6,32.4,35.2,1708,704,0.412,1004,0.588,385,0.732,43,0.082,0,0,93,0.177,1182,0.692,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
399,05C0002129,1063887875,Magnolia Surgery Center Llc,463 N Magnolia Ave,El Cajon,CA,California,San Diego County,92020,32.8,-116.96,NA,NA,79,No Different Than the NAtioNAl Rate,12,NA,NA,6,6073,16301,2005,"San Diego-Chula Vista-Carlsbad, CA",41740,27.1,24.7,33.9,2925,1613,0.551,1312,0.449,1258,0.655,366,0.19,0,0,43,0.022,1003,0.343,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
400,05C0001794,1205853041,"Euclid Endoscopy Center, Lp","286 Euclid Avenue, Suite 109",San Diego,CA,California,San Diego County,92114,32.71,-117.08,NA,NA,574,No Different Than the NAtioNAl Rate,13.6,NA,NA,6,6073,3001,3009,"San Diego-Chula Vista-Carlsbad, CA",41740,42.2,43.5,40.8,1563,724,0.463,839,0.537,174,0.142,901,0.735,12,0.01,0,0,337,0.216,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
401,05C0001503,1073588646,Parkway Endoscopy Center,488 E Valley Parkway Ste 110,Escondido,CA,California,San Diego County,92025,33.12,-117.09,NA,NA,1754,No Different Than the NAtioNAl Rate,11.3,NA,NA,6,6073,20313,1039,"San Diego-Chula Vista-Carlsbad, CA",41740,38.7,36.7,38.9,1691,918,0.543,773,0.457,916,0.811,83,0.074,0,0,90,0.08,562,0.332,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
402,05C0002179,1972054534,Scripps Clinic La Jolla Asc Dba Scripps Health,9898 Genesee Ave,La Jolla,CA,California,San Diego County,92037,32.88,-117.22,97.81,NA,548,No Different Than the NAtioNAl Rate,12.5,NA,NA,6,6073,8305,1000,"San Diego-Chula Vista-Carlsbad, CA",41740,27.7,27.3,28.2,1460,718,0.492,742,0.508,561,0.521,65,0.06,0,0,424,0.394,384,0.263,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
403,05C0001263,1407829773,La Jolla Endoscopy Center,9850 Genesee Avenue #980,La Jolla,CA,California,San Diego County,92037,32.88,-117.23,NA,NA,1252,No Different Than the NAtioNAl Rate,12.5,NA,NA,6,6073,8305,2000,"San Diego-Chula Vista-Carlsbad, CA",41740,27.4,27.2,28,1877,901,0.48,976,0.52,808,0.542,41,0.028,0,0,576,0.387,387,0.206,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
404,05C0001247,1952368482,San Diego Endoscopy Center,"4033 Third Ave, Suite 106",San Diego,CA,California,San Diego County,92103,32.75,-117.16,NA,NA,2290,No Different Than the NAtioNAl Rate,11,NA,NA,6,6073,400,4000,"San Diego-Chula Vista-Carlsbad, CA",41740,32.1,31.1,35.5,1961,1007,0.514,954,0.486,1148,0.774,8,0.005,0,0,264,0.178,477,0.243,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
405,05C0001207,1609056290,University Ambulatory Surgery Center,8929 University Center Lane #103,San Diego,CA,California,San Diego County,92122,32.87,-117.23,NA,NA,203,No Different Than the NAtioNAl Rate,13.1,NA,NA,6,6073,8361,1001,"San Diego-Chula Vista-Carlsbad, CA",41740,28.2,31.5,28.1,1913,829,0.433,1084,0.567,820,0.483,74,0.044,0,0,716,0.422,217,0.113,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
406,05C0001719,1245216928,Scripps Clinic Ambulatory Surgery Center,3811 Valley Centre Drive,San Diego,CA,California,San Diego County,92130,32.94,-117.23,NA,NA,NA,Number of Cases Too Small,NA,24.36,0.3,6,6073,8331,1007,"San Diego-Chula Vista-Carlsbad, CA",41740,43.4,44.6,42.5,2621,1198,0.457,1423,0.543,1799,0.755,0,0,0,0,431,0.181,239,0.091,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
407,05C0001953,1316462377,Ucsd Surgical Center Of San Diego Llc,"4910 Directors Place, Suite 100",San Diego,CA,California,San Diego County,92121,32.89,-117.21,94.37,NA,132,No Different Than the NAtioNAl Rate,12.1,100,NA,6,6073,8346,2010,"San Diego-Chula Vista-Carlsbad, CA",41740,38,41,34.8,3321,1561,0.47,1760,0.53,1798,0.576,21,0.007,0,0,1201,0.385,199,0.06,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
408,05C0001779,1376595421,"Otay Lakes Surgery Center, Llc","955 Lane Avenue, Suite 100",Chula Vista,CA,California,San Diego County,91914,32.65,-116.96,57.3,NA,157,No Different Than the NAtioNAl Rate,11.7,100,NA,6,6073,13424,3008,"San Diego-Chula Vista-Carlsbad, CA",41740,37.5,32.3,40.3,7724,3926,0.508,3798,0.492,1286,0.38,497,0.147,0,0,1089,0.322,4344,0.562,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
409,05C0001670,1972668317,Scripps Mercy Surgery Pavilion,"550 Washington Street, Suite 101",San Diego,CA,California,San Diego County,92103,32.75,-117.16,NA,NA,NA,NA,NA,99.91,1.3,6,6073,400,4000,"San Diego-Chula Vista-Carlsbad, CA",41740,32.1,31.1,35.5,1961,1007,0.514,954,0.486,1148,0.774,8,0.005,0,0,264,0.178,477,0.243,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
410,05C0001879,1942477914,Scripps Clinic Ambulatory Surgery Center - Rancho,15004 Innovation Drive,San Diego,CA,California,San Diego County,92128,32.99,-117.08,97.64,NA,1290,No Different Than the NAtioNAl Rate,9.9,37.17,NA,6,6073,17056,1004,"San Diego-Chula Vista-Carlsbad, CA",41740,42.6,44.3,38.1,2639,1411,0.535,1228,0.465,1437,0.638,116,0.051,4,0.002,653,0.29,385,0.146,3095313,1,Large-in a metro area with at least 1 million residents or more,0,2019
411,05C0001627,1124031406,San Francisco Endoscopy Center Llc,3468 California Street,San Francisco,CA,California,San Francisco County,94118,37.79,-122.45,84.71,NA,3627,No Different Than the NAtioNAl Rate,10.7,NA,NA,6,6075,13300,1004,"San Francisco-Oakland-Berkeley, CA",41860,48.3,47.3,53.1,538,304,0.565,234,0.435,476,0.9,8,0.015,0,0,21,0.04,9,0.017,805235,1,Large-in a metro area with at least 1 million residents or more,0,2019
412,05C0001784,1538240866,"Golden Gate Endoscopy Center, L.P.","3370 Geary Boulevard, First Floor",San Francisco,CA,California,San Francisco County,94118,37.78,-122.45,65.52,NA,2660,No Different Than the NAtioNAl Rate,12.3,NA,NA,6,6075,15701,1011,"San Francisco-Oakland-Berkeley, CA",41860,35.4,33.7,45.2,2039,1029,0.505,1010,0.495,1104,0.553,193,0.097,0,0,643,0.322,43,0.021,805235,1,Large-in a metro area with at least 1 million residents or more,0,2019
413,05C0001508,1982942298,Ambulatory Surgery Center Of Stockton,2388 North California Street,Stockton,CA,California,San Joaquin County,95204,37.98,-121.29,NA,NA,NA,NA,NA,100,NA,6,6077,1300,1000,"Stockton, CA",44700,38.5,38.6,37.8,1597,754,0.472,843,0.528,352,0.4,417,0.474,67,0.076,21,0.024,718,0.45,685306,2,Small-in a metro area with fewer than 1 million residents,0,2019
414,05C0001888,1467825844,Stockton Surgery Center,8011 Don Avenue,Stockton,CA,California,San Joaquin County,95209,38.02,-121.35,90.59,NA,1049,No Different Than the NAtioNAl Rate,10.1,97.57,NA,6,6077,3216,1008,"Stockton, CA",44700,33.5,33.9,33.2,1771,845,0.477,926,0.523,544,0.468,217,0.187,4,0.003,147,0.127,609,0.344,685306,2,Small-in a metro area with fewer than 1 million residents,0,2019
415,55C0001050,1669540118,"Stevens Kim Md & Stephen Lin Md Medical Group, Inc","36 West Yokuts Avenue, Suite 3",Stockton,CA,California,San Joaquin County,95207,38,-121.31,NA,NA,NA,NA,NA,NA,0.72,6,6077,3305,3017,"Stockton, CA",44700,43.4,35.1,53.9,1546,719,0.465,827,0.535,577,0.772,73,0.098,0,0,59,0.079,799,0.517,685306,2,Small-in a metro area with fewer than 1 million residents,0,2019
416,05C0001893,1881839959,"Endoscopy Center Of Lodi, Llc","840 South Fairmont Avenue, Suite 1",Lodi,CA,California,San Joaquin County,95240,38.12,-121.29,NA,NA,1312,No Different Than the NAtioNAl Rate,12.3,NA,NA,6,6077,4309,2012,"Stockton, CA",44700,56.8,33.9,62.3,427,177,0.415,250,0.585,298,0.94,0,0,0,0,7,0.022,110,0.258,685306,2,Small-in a metro area with fewer than 1 million residents,0,2019
417,05C0001056,1093771073,Lodi Outpatient Surgical Center& Med,521 S Ham Lane,Lodi,CA,California,San Joaquin County,95242,38.13,-121.29,NA,NA,95,No Different Than the NAtioNAl Rate,11.6,NA,NA,6,6077,4303,1001,"Stockton, CA",44700,40.8,37.3,52.1,1293,642,0.497,651,0.503,921,0.811,16,0.014,0,0,142,0.125,158,0.122,685306,2,Small-in a metro area with fewer than 1 million residents,0,2019
418,05C0001787,1497951164,"Zeiter Eye Surgical Center, Inc","1801 E March Lane, Suite C360",Stockton,CA,California,San Joaquin County,95210,38,-121.29,NA,NA,NA,NA,NA,NA,0.69,6,6077,3409,3000,"Stockton, CA",44700,32.6,30.8,33.8,1080,497,0.46,583,0.54,216,0.271,163,0.205,0,0,356,0.447,284,0.263,685306,2,Small-in a metro area with fewer than 1 million residents,0,2019
419,05C0001077,1730112178,San Joaquin Laser And Surgery Center,1805 N  California St,Stockton,CA,California,San Joaquin County,95204,37.97,-121.29,NA,NA,NA,NA,NA,NA,0,6,6077,1300,1029,"Stockton, CA",44700,38.5,38.6,37.8,1597,754,0.472,843,0.528,352,0.4,417,0.474,67,0.076,21,0.024,718,0.45,685306,2,Small-in a metro area with fewer than 1 million residents,0,2019
420,05C0001859,1013104389,Tracy Surgery Center Llc,2160 West Grant Line Road,Tracy,CA,California,San Joaquin County,95304,37.75,-121.39,96.79,100,320,No Different Than the NAtioNAl Rate,12.1,99.74,0,6,6077,5214,2006,"Stockton, CA",44700,37,34.4,40.8,5505,2896,0.526,2609,0.474,2097,0.508,369,0.089,0,0,981,0.237,1374,0.25,685306,2,Small-in a metro area with fewer than 1 million residents,0,2019
421,05C0001711,1619974219,St Joseph'S Surgery Center,1800 N California Street,Stockton,CA,California,San Joaquin County,95206,37.93,-121.28,97.7,NA,1335,No Different Than the NAtioNAl Rate,10.7,100,0,6,6077,2300,2015,"Stockton, CA",44700,30,26.2,36.2,1019,461,0.452,558,0.548,34,0.197,45,0.26,0,0,94,0.543,846,0.83,685306,2,Small-in a metro area with fewer than 1 million residents,0,2019
422,05C0001662,1184699241,Templeton Endoscopy Center,1320 Las Tablas Ste A,Templeton,CA,California,San Luis Obispo County,93465,35.55,-120.72,NA,NA,2117,No Different Than the NAtioNAl Rate,10.9,NA,NA,6,6079,12707,2041,"San Luis Obispo-Paso Robles, CA",42020,44.7,40.5,46.2,3532,1838,0.52,1694,0.48,2900,0.918,0,0,128,0.041,69,0.022,374,0.106,269637,2,Small-in a metro area with fewer than 1 million residents,0,2019
423,05C0001690,1821194754,Coastal Surgical Institute,921 Oak Park Blvd Ste 101,Arroyo Grande,CA,California,San Luis Obispo County,93420,35.14,-120.61,NA,NA,1684,No Different Than the NAtioNAl Rate,11.5,NA,NA,6,6079,11701,4000,"San Luis Obispo-Paso Robles, CA",42020,61.6,61.8,61.2,1266,581,0.459,685,0.541,935,0.813,43,0.037,0,0,116,0.101,116,0.092,269637,2,Small-in a metro area with fewer than 1 million residents,0,2019
424,05C0001318,1487629986,"Endoscopy Center Of The Central Coast, The",77 Casa St Ste 106,San Luis Obispo,CA,California,San Luis Obispo County,93405,35.29,-120.67,NA,NA,1546,No Different Than the NAtioNAl Rate,12.9,NA,NA,6,6079,11202,2008,"San Luis Obispo-Paso Robles, CA",42020,22.5,24.1,22.2,1645,738,0.449,907,0.551,1368,0.916,8,0.005,0,0,29,0.019,152,0.092,269637,2,Small-in a metro area with fewer than 1 million residents,0,2019
425,05C0001676,1275548158,"Digestive Diagnostic Center, Inc","333 Gellert Boulevard, Suite 111",Daly City,CA,California,San Mateo County,94015,37.66,-122.47,NA,NA,457,No Different Than the NAtioNAl Rate,12,NA,NA,6,6081,601605,2001,"San Francisco-Oakland-Berkeley, CA",41860,54.4,52,54.9,929,483,0.52,446,0.48,98,0.165,0,0,0,0,479,0.805,334,0.36,718451,1,Large-in a metro area with at least 1 million residents or more,0,2019
426,05C0001370,1548583651,"Peninsula Endoscopy Center, Llc","50 South San Mateo Drive, Suite 400",San Mateo,CA,California,San Mateo County,94401,37.57,-122.33,NA,NA,3040,No Different Than the NAtioNAl Rate,10.3,NA,NA,6,6081,605902,2003,"San Francisco-Oakland-Berkeley, CA",41860,46.6,38.6,49.7,1607,784,0.488,823,0.512,520,0.506,18,0.018,0,0,388,0.377,579,0.36,718451,1,Large-in a metro area with at least 1 million residents or more,0,2019
427,05C0002192,1275548158,Digestive Diagnostic Center Inc,333 Gellert Blvd Suite 111,Daly City,CA,California,San Mateo County,94015,37.67,-122.47,NA,NA,457,No Different Than the NAtioNAl Rate,12,NA,NA,6,6081,601604,1020,"San Francisco-Oakland-Berkeley, CA",41860,45.5,40.1,48.2,2513,1278,0.509,1235,0.491,745,0.326,168,0.074,0,0,1219,0.534,229,0.091,718451,1,Large-in a metro area with at least 1 million residents or more,0,2019
428,05C0001092,1104067115,Surgecenter Of Palo Alto,795 El Camino Real,Menlo Park,CA,California,San Mateo County,94025,37.44,-122.16,100,NA,3169,No Different Than the NAtioNAl Rate,10.5,100,0.24,6,6081,612600,2003,"San Francisco-Oakland-Berkeley, CA",41860,33.2,33.6,32.8,1202,571,0.475,631,0.525,746,0.628,0,0,0,0,403,0.34,15,0.012,718451,1,Large-in a metro area with at least 1 million residents or more,0,2019
429,05C0001632,1316291867,Atherton Endoscopy Center,"3351 El Camino Real, Suite 220",Atherton,CA,California,San Mateo County,94027,37.47,-122.21,NA,NA,1462,No Different Than the NAtioNAl Rate,9.1,NA,NA,6,6081,610601,2018,"San Francisco-Oakland-Berkeley, CA",41860,36.1,43.2,35,1720,847,0.492,873,0.508,302,0.441,49,0.072,0,0,266,0.388,1035,0.602,718451,1,Large-in a metro area with at least 1 million residents or more,0,2019
430,05C0001619,1891889945,"Digestive Care Medical Center, Inc.",1000 A Laurel Street,San Carlos,CA,California,San Mateo County,94070,37.5,-122.25,NA,NA,767,No Different Than the NAtioNAl Rate,11.1,NA,NA,6,6081,609100,2022,"San Francisco-Oakland-Berkeley, CA",41860,42,40.1,43.9,847,431,0.509,416,0.491,526,0.696,0,0,0,0,89,0.118,91,0.107,718451,1,Large-in a metro area with at least 1 million residents or more,0,2019
431,05C0002079,1164840088,San Carlos Ambulatory Surgery Center,301 Industrial Road Suite 1Se,San Carlos,CA,California,San Mateo County,94070,37.51,-122.26,100,NA,873,No Different Than the NAtioNAl Rate,11.3,100,NA,6,6081,609100,1008,"San Francisco-Oakland-Berkeley, CA",41860,33.8,33.2,36.8,687,362,0.527,325,0.473,450,0.704,14,0.022,2,0.003,109,0.171,48,0.07,718451,1,Large-in a metro area with at least 1 million residents or more,0,2019
432,05C0001801,1780752352,Premier Surgery Center Of Santa Maria,816 East Enos Dr Ste B,Santa Maria,CA,California,Santa Barbara County,93454,34.93,-120.42,NA,NA,NA,NA,NA,100,0.33,6,6083,2103,3017,"Santa Maria-Santa Barbara, CA",42200,41.9,39.8,49.4,1053,478,0.454,575,0.546,249,0.806,10,0.032,0,0,40,0.129,744,0.707,423895,2,Small-in a metro area with fewer than 1 million residents,0,2019
433,05C0001636,1821019738,Santa Barbara Endoscopy Center Llc,25 W Micheltorena St,Santa Barbara,CA,California,Santa Barbara County,93101,34.43,-119.71,NA,NA,1936,No Different Than the NAtioNAl Rate,11.8,NA,NA,6,6083,900,2013,"Santa Maria-Santa Barbara, CA",42200,30.1,34.1,29.1,1590,667,0.419,923,0.581,988,0.936,0,0,0,0,67,0.064,535,0.336,423895,2,Small-in a metro area with fewer than 1 million residents,0,2019
434,05C0001265,1649296807,Santa Barbara Medical Found Clinic Asc,317 West Pueblo,Santa Barbara,CA,California,Santa Barbara County,93105,34.43,-119.72,NA,NA,4051,No Different Than the NAtioNAl Rate,11.2,NA,NA,6,6083,302,2004,"Santa Maria-Santa Barbara, CA",42200,30.2,27.8,36.5,628,273,0.435,355,0.565,404,0.784,13,0.025,0,0,47,0.091,113,0.18,423895,2,Small-in a metro area with fewer than 1 million residents,0,2019
435,05C0002055,1144648015,Sansum Clinic Dba Foothill Surgery Center At Sansum Clinic,4151 Foothill Road,Santa Barbara,CA,California,Santa Barbara County,93110,34.45,-119.76,NA,NA,NA,Number of Cases Too Small,NA,NA,NA,6,6083,102,4007,"Santa Maria-Santa Barbara, CA",42200,49.3,40,52.2,1605,779,0.485,826,0.515,1123,0.911,0,0,17,0.014,81,0.066,372,0.232,423895,2,Small-in a metro area with fewer than 1 million residents,0,2019
436,05C0001194,1639149255,De La Vina Surgicenter,2323 De La Vina St Ste 103,Santa Barbara,CA,California,Santa Barbara County,93105,34.43,-119.72,NA,NA,NA,NA,NA,100,NA,6,6083,302,2004,"Santa Maria-Santa Barbara, CA",42200,30.2,27.8,36.5,628,273,0.435,355,0.565,404,0.784,13,0.025,0,0,47,0.091,113,0.18,423895,2,Small-in a metro area with fewer than 1 million residents,0,2019
437,05C0001595,1730124124,Santa Maria Digestive Diagnostic Center,1315 S Miller St Ste 101,Santa Maria,CA,California,Santa Barbara County,93454,34.94,-120.43,NA,NA,4608,No Different Than the NAtioNAl Rate,13.4,NA,NA,6,6083,2102,2009,"Santa Maria-Santa Barbara, CA",42200,31.8,34.5,31.3,1134,597,0.526,537,0.474,170,0.705,15,0.062,0,0,4,0.017,893,0.787,423895,2,Small-in a metro area with fewer than 1 million residents,0,2019
