"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote"
RANCHO MIRAGE SURGERY CENTER LLC,05C0001874,1154593481,RANCHO MIRAGE,CA,92270,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,95.67,,N/A,5
CEDARS SINAI ENDOSCOPY,05C0002122,1154706018,BEVERLY HILLS,CA,90211,2019,N/A,5,N/A,5,1767,No Different Than the National Rate,10.8,8.3,14.0,,N/A,5,N/A,5
THE PENNSYLVANIA SURGERY AND LASER CENTER,39C0001341,1154787117,PHILADELPHIA,PA,19154,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.33,
SOUTHHEALTH ASC LLC DBA EDINA SPECIALTY SURGERY CENTER,24C0001101,1154840064,EDINA,MN,55435,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.34,,0.14,
LONE STAR ENDOSCOPY CENTER SOUTHLAKE,45C0001646,1154844553,SOUTHLAKE,TX,76092,2019,98.12,,N/A,5,1815,No Different Than the National Rate,11.9,9.2,15.6,,97.22,,N/A,5
EAST VALLEY ENDOSCOPY LLC,03C0001260,1164414447,MESA,AZ,85206,2019,N/A,5,N/A,5,5140,No Different Than the National Rate,13.5,11.3,16.2,,N/A,5,N/A,5
MONTGOMERY SURGERY CENTER LLC,39C0001118,1164419842,LANSDALE,PA,19446,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.28,
NORTH DAKOTA SURGERY CENTER LLC,35C0001011,1164428272,GRAND FORKS,ND,58201,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.96,,0.20,
SAINT FRANCIS SURGERY CENTER LLC,44C0001140,1164458634,MEMPHIS,TN,38119,2019,N/A,5,N/A,5,646,No Different Than the National Rate,12.4,9.2,16.8,,N/A,5,N/A,5
BLAIR ENDOSCOPY CENTER LLC,39C0001207,1164458824,ALTOONA,PA,16602,2019,94.80,,N/A,5,1760,No Different Than the National Rate,14.2,11.0,18.3,,N/A,5,N/A,5
BLUEGRASS ORTHOPAEDICS SURGICAL DIVISION LLC,18C0001046,1164460812,LEXINGTON,KY,40509,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,91.30,,N/A,5
SAME DAY SURGICARE OF NEW ENGLAND INC,22C0001003,1164469086,FALL RIVER,MA,02720,2019,N/A,5,N/A,5,2538,No Different Than the National Rate,13.6,10.9,17.0,,N/A,5,N/A,5
TUPELO SURGERY CENTER LLC,25C0001040,1164472031,TUPELO,MS,38804,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.61,
AMERICAN SURGERY CENTER OF SOUTH TEXAS NOVAMED,45C0001059,1164476933,SAN ANTONIO,TX,78229,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.53,
VICTORIA SURGERY CENTER,45C0001221,1164480992,VICTORIA,TX,77904,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.05,
FORT SUTTER SURGERY CENTER,05C0001001,1164484572,SACRAMENTO,CA,95816,2019,N/A,5,N/A,5,2044,No Different Than the National Rate,12.1,9.5,15.4,,N/A,5,N/A,5
SAINT LUKES SURGICENTER LEES SUMMIT,26C0001095,1164486809,LEES SUMMIT,MO,64086,2019,92.50,,N/A,5,1829,No Different Than the National Rate,14.6,11.3,19.0,,99.77,,0.00,
ENDOSCOPY CENTER OF NORTHEAST TENNESSEE PC,44C0001030,1164488219,JOHNSON CITY,TN,37604,2019,N/A,5,N/A,5,2082,No Different Than the National Rate,10.4,8.0,13.5,,N/A,5,N/A,5
THE READING HOSPITAL SURGICENTER AT SPRING RIDGE LLC,39C0001176,1164490728,WYOMISSING,PA,19610,2019,95.16,,N/A,5,229,No Different Than the National Rate,12.5,9.0,17.1,,100.00,,N/A,5
ENDO SURGI CENTER PA,31C0001068,1164513149,UNION,NJ,07083,2019,N/A,5,N/A,5,1028,No Different Than the National Rate,11.8,8.7,15.7,,N/A,5,N/A,5
HEALING ARTS DAY SURGERY,13C0001023,1164515276,NAMPA,ID,83686,2019,N/A,5,N/A,5,76,No Different Than the National Rate,13.1,9.5,18.4,,N/A,5,N/A,5
ENDOSCOPIC AMBULATORY SPECIALTY CENTER OF BAY RIDGE INC,33C0001071,1164516084,BROOKLYN,NY,11209,2019,N/A,5,N/A,5,341,No Different Than the National Rate,12.1,8.9,16.3,,N/A,5,N/A,5
NORTHWEST AMBULATORY SURGERY SERVICES LLC DBA BELLINGHAM AMBULATORY SURGERY CENTER,50C0001189,1164527933,BELLINGHAM,WA,98226,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.12,
CENTER FOR DIGESTIVE CARE LLC,23C0001056,1164528527,YPSILANTI,MI,48197,2019,100.00,,N/A,5,5108,No Different Than the National Rate,11.8,9.8,14.4,,N/A,5,N/A,5
INTERMOUNTAIN HEALTHCARE AVENUES SURGICAL CENTER,46C0001003,1164647707,SALT LAKE CITY,UT,84103,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,85.01,,0.73,
SURGERY CENTER OF MOUNT DORA LLC,10C0001537,1164656740,MOUNT DORA,FL,32757,2019,N/A,5,N/A,5,662,No Different Than the National Rate,12.5,9.3,16.9,,N/A,5,N/A,5
SPACE COAST SURGERY CENTER,10C0001536,1164662912,MERRITT ISLAND,FL,32953,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
BLUE WATER SURGERY CENTER,10C0001570,1164719209,PORT ST LUCIE,FL,34952,2019,N/A,5,100.00,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,100.00,,N/A,5
NORWALK SURGERY CENTER LLC,07C0001058,1164732426,NORWALK,CT,06851,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.00,
HUDSON VALLEY CENTER FOR DIGESTIVE HEALTH LLC,33C0001123,1164793725,CORTLANDT MANOR,NY,10567,2019,N/A,5,N/A,5,377,No Different Than the National Rate,11.8,8.6,16.3,,N/A,5,N/A,5
SURGICARE GWINNETT,11C0001427,1164833398,LOGANVILLE,GA,30052,2019,N/A,5,N/A,5,38,No Different Than the National Rate,12.1,8.7,16.6,,N/A,5,N/A,5
SAN CARLOS AMBULATORY SURGERY CENTER,05C0002079,1164840088,SAN CARLOS,CA,94070,2019,100.00,,N/A,5,873,No Different Than the National Rate,11.3,8.4,15.3,,100.00,,N/A,5
EAGAN SURGERY CENTER,24C0001091,1164870895,EAGAN,MN,55121,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.19,,N/A,5
CENTRAL AZ GI AND LIVER INSTITUTE,03C0001376,1164871075,GILBERT,AZ,85234,2019,81.28,,N/A,5,187,No Different Than the National Rate,12.2,8.8,17.0,,N/A,5,N/A,5
MEDSTAR ENDOSCOPY CENTER AT LUTHERVILLE,21C0001602,1164934212,LUTHERVILLE,MD,21093,2019,N/A,5,N/A,5,549,No Different Than the National Rate,12.3,9.1,16.7,,N/A,5,N/A,5
HENDRICK SURGERY CENTER,45C0001639,1164964953,BROWNWOOD,TX,76801,2019,N/A,5,N/A,5,54,No Different Than the National Rate,12.4,8.9,17.6,,N/A,5,N/A,5
THE DOCTORS CLINIC ASC THE FRANCISCAN MEDICAL GROUP,50C0001243,1164976478,SILVERDALE,WA,98383,2019,N/A,5,N/A,5,1426,No Different Than the National Rate,11.1,8.4,14.6,,N/A,5,N/A,5
PROFFER SURGICAL CENTER,45C0001681,1164986683,AMARILLO,TX,79106,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
DTC SURGERY CENTER LLC,06C0001172,1174010011,DENVER,CO,80237,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
STUART SURGERY CENTER LLC,10C0001046,1174030878,STUART,FL,34996,2019,N/A,5,N/A,5,1134,No Different Than the National Rate,13.4,10.1,17.8,,N/A,5,N/A,5
ENDOSCOPY CENTER OF TOPEKA LP,17C0001018,1174502272,TOPEKA,KS,66606,2019,N/A,5,N/A,5,1806,No Different Than the National Rate,11.4,8.8,14.8,,N/A,5,N/A,5
YANKTON MEDICAL CLINIC AMBULATORY SURGERY CENTER,43C0001006,1174502561,YANKTON,SD,57078,2019,92.50,,N/A,5,606,No Different Than the National Rate,12.7,9.1,17.2,,92.19,,N/A,5
CENTRAL WYOMING OUTPATIENT SURGERY CENTER LLC,53C0001011,1174520993,CASPER,WY,82601,2019,N/A,1,N/A,5,171,No Different Than the National Rate,11.6,8.4,16.0,,47.26,,N/A,5
LAKE MARY SURGERY CENTER LLC,10C0001429,1174530752,LAKE MARY,FL,32746,2019,100.00,,N/A,5,96,No Different Than the National Rate,11.6,8.2,16.2,,100.00,,0.00,
DCR SURGERY CENTER LLC,36C0001184,1174571970,DAYTON,OH,45459,2019,N/A,5,N/A,5,180,No Different Than the National Rate,13.3,9.7,18.2,,N/A,5,N/A,5
BELLEAIR SURGERY CENTER LTD,10C0001006,1174586606,CLEARWATER,FL,33756,2019,30.16,,N/A,5,164,No Different Than the National Rate,11.5,8.3,16.1,,100.00,,1.17,
ST MARKS AMBULATORY SURGERY ASSOCIATES LP,46C0001012,1174587984,SALT LAKE CITY,UT,84124,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.00,
CHARLESTON SURGERY CENTER LIMITED PARTNERSHIP,42C0001011,1174588206,NORTH CHARLESTON,SC,29406,2019,N/A,5,N/A,5,1395,No Different Than the National Rate,11.6,8.8,15.1,,N/A,5,N/A,5
HARMONY SURGERY CENTER LLC,06C0001061,1174590434,FORT COLLINS,CO,80528,2019,92.71,,N/A,5,4226,No Different Than the National Rate,12.5,10.1,15.4,,99.55,,9.89,
BASCOM SURGERY CENTER,05C0001538,1174591143,CAMPBELL,CA,95008,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
PROCEDURE CENTER OF SOUTH SACRAMENTO INC,05C0001604,1174597819,SACRAMENTO,CA,95823,2019,N/A,5,N/A,5,381,No Different Than the National Rate,12.3,8.9,16.7,,N/A,5,N/A,5
BEL CLAIR AMBULATORY SURGICAL TREATMENT CENTER LTD,14C0001065,1174601223,BELLEVILLE,IL,62220,2019,N/A,5,N/A,5,688,No Different Than the National Rate,12.1,9.0,16.6,,N/A,5,N/A,5
SOUTHWEST MEDICAL ASSOCIATES INC,29C0001000,1174607303,LAS VEGAS,NV,89102,2019,N/A,5,N/A,5,185,No Different Than the National Rate,11.2,8.2,15.6,,N/A,5,N/A,5
MIDDLESEX ENDOSCOPY CENTER,22C0001053,1174663199,ACTON,MA,01720,2019,N/A,5,N/A,5,1452,No Different Than the National Rate,12.6,9.5,16.6,,N/A,5,N/A,5
GASTROINTESTINAL INSTITUTE LLC,14C0001122,1174670723,NORMAL,IL,61761,2019,N/A,5,N/A,5,719,No Different Than the National Rate,12.8,9.4,17.2,,N/A,5,N/A,5
THE GREENBRIER CLINIC,51C0001013,1174713382,WHITE SUPLHUR SPRINGS,WV,24986,2019,92.73,,N/A,5,238,No Different Than the National Rate,12.1,8.7,16.7,,N/A,5,N/A,5
DIGESTIVE HEALTH CENTER OF THOUSAND OAKS LLC,05C0001862,1174715445,THOUSAND OAKS,CA,91360,2019,N/A,5,N/A,5,927,No Different Than the National Rate,11.9,8.8,15.7,,N/A,5,N/A,5
HENDERSON SURGERY CENTER,29C0001069,1174716708,HENDERSON,NV,89074,2019,N/A,5,N/A,5,932,No Different Than the National Rate,12.1,9.0,16.0,,N/A,5,N/A,5
RSC ILLINOIS LLC DBA REGIONAL SURGICENTER,14C0001071,1174778047,MOLINE,IL,61265,2019,N/A,5,N/A,5,2214,No Different Than the National Rate,12.4,9.6,15.9,,N/A,5,N/A,5
LEONARDTOWN SURGERY CENTER LLC,21C0001524,1174802045,LEONARDTOWN,MD,20650,2019,100.00,,N/A,5,79,No Different Than the National Rate,12.5,9.0,17.5,,100.00,,N/A,5
MAYFIELD SPINE SURGERY CENTER,36C0001222,1174852461,CINCINNATI,OH,45209,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
HERMITAGE TN ENDOSCOPY ASC LLC,44C0001083,1174859516,HERMITAGE,TN,37076,2019,N/A,5,N/A,5,1629,No Different Than the National Rate,11.0,8.4,14.6,,N/A,5,N/A,5
THE ENDOSCOPY CENTER OF NEW YORK,33C0001136,1174873780,NEW YORK,NY,10128,2019,N/A,5,N/A,5,4042,Better Than the National Rate,8.1,6.4,10.3,,N/A,5,N/A,5
SPECIALTY SURGERY CENTER LLC,25C0001086,1174938344,SOUTHHAVEN,MS,38671,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,67.86,,N/A,5
UNIVERSITY OF MARYLAND SHORE SURGERY CENTER AT QUEENSTOWN LLC,21C0001564,1174942635,QUEENSTOWN,MD,21658,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
WISCONSIN DIGESTIVE HEALTH CENTER,52C0001107,1174969372,WEST ALLIS,WI,53227,2019,68.86,,N/A,5,867,No Different Than the National Rate,14.3,10.8,19.0,,N/A,5,N/A,5
HUDSON BERGEN MEDICAL CENTER,31C0001175,1184009326,NORTH BERGEN,NJ,07047,2019,N/A,5,N/A,5,735,No Different Than the National Rate,10.8,7.9,14.5,,N/A,5,N/A,5
GREATER GASTON ENDOSCOPY CENTER LLC,34C0001192,1184038267,GASTONIA,NC,28054,2019,N/A,5,N/A,5,1326,No Different Than the National Rate,12.8,9.7,16.6,,N/A,5,N/A,5
SAN ANTONIO SURGICENTER LLC,45C0001068,1184051088,SAN ANTONIO,TX,78240,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
SOUTHERN SURGERY CENTER LLC,11C0001451,1184083958,ALBANY,GA,31707,2019,N/A,5,N/A,5,453,No Different Than the National Rate,11.8,8.6,16.1,,N/A,5,N/A,5
UNION COUNTY SURGERY CENTER LLC,31C0001161,1184097487,UNION,NJ,07083,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,1,0.00,
SURGICORE OF JERSEY CITY LLC,31C0001039,1184151425,JERSEY CITY,NJ,07306,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
DELRAY BEACH SURGICAL SUITES,10C0001616,1184164816,DELRAY BEACH,FL,33483,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
ALPINE SURGICENTER LLC DBA ALPINE SURGERY CENTER,02C0001008,1184195877,ANCHORAGE,AK,99508,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.25,,N/A,5
MERIDIAN SURGERY CENTER LLC,25C0001047,1184600736,MERIDIAN,MS,39301,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.77,
FRANCISCAN SURGERY CENTER LLC,15C0001120,1184601098,INDIANAPOLIS,IN,46237,2019,N/A,5,N/A,5,1386,No Different Than the National Rate,10.8,8.2,14.2,,N/A,5,N/A,5
CLAY SURGERY CENTER,10C0001398,1184601221,ORANGE PARK,FL,32073,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
COLONNADE ENDOSCOPY CENTER LLC,19C0001024,1184605792,LAKE CHARLES,LA,70601,2019,N/A,5,N/A,5,1565,No Different Than the National Rate,13.4,10.2,17.4,,N/A,5,N/A,5
PACIFIC RIM OUTPATIENT SURGERY CENTER,50C0001225,1184607061,BELLINGHAM,WA,98225,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,1.11,
SAN RAMON ENDOSCOPY CENTER INC,05C0001578,1184635955,SAN RAMON,CA,94583,2019,N/A,5,N/A,5,870,No Different Than the National Rate,11.8,8.8,15.9,,N/A,5,N/A,5
ENDOSCOPY CENTER AT ROBINWOOD LLC,21C0001364,1184664609,HAGERSTOWN,MD,21742,2019,N/A,5,N/A,5,3025,No Different Than the National Rate,11.4,9.0,14.4,,N/A,5,N/A,5
LONG ISLAND CENTER FOR DIGESTIVE HEALTH,33C0001088,1184666364,UNIONDALE,NY,11710,2019,N/A,5,N/A,5,2220,No Different Than the National Rate,10.5,8.1,13.5,,N/A,5,N/A,5
QUADRANGLE ENDOSCOPY CENTER,34C0001046,1184673378,GREENVILLE,NC,27834,2019,N/A,5,N/A,5,3286,No Different Than the National Rate,11.2,8.8,14.2,,N/A,5,N/A,5
MAIN LINE SURGERY CENTER LLC,39C0001070,1184678682,BALA CYNWYD,PA,19004,2019,100.00,,N/A,5,130,No Different Than the National Rate,12.5,9.0,17.3,,100.00,,0.60,
OAK BROOK SURGICAL CENTRE INC,14C0001017,1184680407,OAK BROOK,IL,60523,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
EASTON AMBULATORY SERVICES ASSOCIATE DBA NORTHWOOD SURGERY CENTER,39C0001055,1184684573,EASTON,PA,18045,2019,N/A,5,N/A,5,131,No Different Than the National Rate,12.5,8.9,17.6,,N/A,5,N/A,5
SHORE AMBULATORY SURGICAL CENTER LLC DBA JERSEY SHORE AMBULATORY SURGERY CENTER,31C0001151,1184686164,SOMERS POINT,NJ,08244,2019,100.00,,N/A,5,410,No Different Than the National Rate,10.9,7.9,14.9,,N/A,5,1.01,
DIGESTIVECARE INC,36C0001043,1184687386,BEAVERCREEK,OH,45440,2019,95.83,,N/A,5,3306,No Different Than the National Rate,13.9,11.2,17.4,,N/A,5,N/A,5
PARK CENTRAL SURGICAL CENTER LTD,45C0001020,1184687626,DALLAS,TX,75251,2019,28.57,,N/A,5,571,No Different Than the National Rate,12.4,9.2,16.8,,100.00,,0.63,
PARK CITIES SURGERY CENTER LLC DBA PARK CITIES SURGERY CENTER,45C0001315,1184689010,UNIVERSITY PARK,TX,75205,2019,N/A,5,N/A,5,478,No Different Than the National Rate,11.7,8.6,15.8,,N/A,5,N/A,5
EYE ASSOCIATES NORTHWEST SURGERY CENTER,50C0001014,1184689408,SEATTLE,WA,98107,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.38,
TEMPLETON ENDOSCOPY CENTER,05C0001662,1184699241,TEMPLETON,CA,93465,2019,N/A,5,N/A,5,2117,No Different Than the National Rate,10.9,8.3,14.1,,N/A,5,N/A,5
LOC SURGERY CENTER INC,28C0001015,1184699878,LINCOLN,NE,68510,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.53,,N/A,5
OCEAN STATE ENDOSCOPY CENTER,41C0001005,1184713919,PROVIDENCE,RI,02904,2019,90.11,,N/A,5,953,No Different Than the National Rate,11.1,8.3,14.9,,N/A,5,N/A,5
GAINESVILLE ENDOSCOPY CENTER LLC,11C0001228,1184714214,GAINESVILLE,GA,30501,2019,N/A,5,N/A,5,2800,No Different Than the National Rate,12.5,9.9,15.8,,N/A,5,N/A,5
WAYNE SURGICAL CENTER LLC,31C0001124,1184749673,WAYNE,NJ,07470,2019,N/A,5,N/A,5,638,No Different Than the National Rate,12.5,9.3,17.1,,N/A,5,N/A,5
SEASHORE SURGICAL INSTITUTE,31C0001166,1184752305,BRICK,NJ,08527,2019,N/A,5,N/A,5,710,No Different Than the National Rate,11.4,8.3,15.2,,N/A,5,N/A,5
EASTERN OREGON REGIONAL SURGERY,38C0001053,1184782203,HERMISTON,OR,97838,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.44,
SHADELANDS ADVANCED ENDOSCOPY INSTITUTE INC,05C0001815,1184798837,WALNUT CREEK,CA,94598,2019,N/A,5,N/A,5,769,No Different Than the National Rate,11.6,8.5,15.8,,N/A,5,N/A,5
GUAYNABO AMBULATORY SURGICAL GROUP INC,40C0001026,1184871485,GUAYNABO,PR,00968,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,0.50,
LAKE COUNTRY ENDOSCOPY CENTER LLC,52C0001083,1184897472,OCONOMOWOC,WI,53066,2019,52.73,,N/A,5,915,No Different Than the National Rate,12.1,9.1,16.1,,N/A,5,N/A,5
METROPOLITAN NEW JERSEY LLC DBA METROPOLITAN SURGERY CENTER,31C0001197,1184900102,HACKENSACK,NJ,07601,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
PEARLAND SURGERY CENTER LLC,45C0001540,1184922353,HOUSTON,TX,77047,2019,N/A,5,N/A,5,492,No Different Than the National Rate,11.7,8.5,15.9,,N/A,5,N/A,5
MID COLUMBIA ENDOSCOPY CENTER LLC,50C0001087,1184926834,KENNEWICK,WA,99336,2019,N/A,5,N/A,5,1603,No Different Than the National Rate,10.8,8.2,14.1,,N/A,5,N/A,5
DIGESTIVE HEALTH SPECIALISTS PA,34C0001142,1184976797,KERNERSVILLE,NC,27284,2019,94.16,,N/A,5,568,No Different Than the National Rate,11.4,8.4,15.7,,N/A,5,N/A,5
DIGESTIVE HEALTH SPECIALISTS PA,34C0001185,1184976797,KERNERSVILLE,NC,27284,2019,94.16,,N/A,5,568,No Different Than the National Rate,11.4,8.4,15.7,,N/A,5,N/A,5
BAYTOWN ENDOSCOPY CENTER LLC DBA BAYTOWN ENDOSCOPY CENTER,45C0001595,1184991341,BAYTOWN,TX,77520,2019,N/A,5,N/A,5,58,No Different Than the National Rate,12.5,8.9,17.5,,N/A,5,N/A,5
GRANT SURGICENTER LLC,39C0001287,1194027920,PHILADELPHIA,PA,19115,2019,N/A,5,N/A,5,863,No Different Than the National Rate,11.2,8.3,15.1,,N/A,5,N/A,5
PACIFIC CATARACT AND LASER INSTITUTE INC PC,50C0001296,1194047092,BELLINGHAM,WA,98226,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.28,
FACEY MEDICAL FOUNDATION,05C0002054,1194083824,MISSION HILLS,CA,91345,2019,N/A,5,N/A,5,479,No Different Than the National Rate,12.1,8.8,16.5,,N/A,5,N/A,5
AVALON SURGERY AND ROBOTIC CENTER LLC,05C0002119,1194185637,GLENDALE,CA,91204,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
WEST SUBURBAN EYE SURGERY CENTER LLC,22C0001080,1194275230,CHELMSFORD,MA,01824,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.44,
ADVANCED SURGERY CENTER OF CLIFTON LLC,31C0001178,1194716142,CLIFTON,NJ,07013,2019,N/A,5,N/A,5,200,No Different Than the National Rate,12.5,9.1,17.2,,N/A,5,N/A,5
MARIN ENDOSCOPY CENTER,05C0001438,1194718056,GREENBRAE,CA,94904,2019,N/A,5,N/A,5,2901,No Different Than the National Rate,9.6,7.4,12.4,,N/A,5,N/A,5
CAPE COD ASC LLC,22C0001032,1194718312,SANDWICH,MA,02563,2019,N/A,5,N/A,5,628,No Different Than the National Rate,13.6,10.1,18.3,,N/A,5,N/A,5
ENDOSCOPY CENTER OF DAYTON NORTH LLC,36C0001148,1194724690,DAYTON,OH,45415,2019,97.92,,N/A,5,2097,No Different Than the National Rate,12.4,9.6,15.8,,N/A,5,N/A,5
LEBAUER ENDOSCOPY CENTER,34C0001035,1194744532,GREENSBORO,NC,27403,2019,88.86,,N/A,5,2146,No Different Than the National Rate,10.3,7.9,13.2,,N/A,5,N/A,5
ABERDEEN SURGERY CENTER LLC,06C0001053,1194751784,PUEBLO,CO,81005,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
SURGCENTER CLEVELAND LLC DBA CHAGRIN SURGERY CENTER LLC,36C0001195,1194757401,BEACHWOOD,OH,44122,2019,N/A,5,100.00,,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.19,
GWINNETT ENDOSCOPY CENTER PC,11C0001055,1194761908,LAWRENCEVILLE,GA,30046,2019,N/A,5,N/A,5,1546,No Different Than the National Rate,11.8,9.0,15.4,,N/A,5,N/A,5
HAMILTON ENDOSCOPY AND SURGERY CENTER LLC,31C0001160,1194770974,HAMILTON,NJ,08619,2019,N/A,5,N/A,5,1160,No Different Than the National Rate,11.0,8.3,14.4,,N/A,5,N/A,5
SURGICAL PARK CENTER LTD,10C0001077,1194788182,MIAMI,FL,33176,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,1.66,
UPMC HAMOT SURGERY CENTER LLC,39C0001096,1194790592,ERIE,PA,16507,2019,N/A,5,N/A,5,2384,No Different Than the National Rate,13.8,10.9,17.6,,N/A,5,N/A,5
DIGESTIVE ENDOSCOPY CENTER LLC,36C0001102,1194790808,DAYTON,OH,45414,2019,N/A,5,N/A,5,873,No Different Than the National Rate,13.8,10.4,18.1,,N/A,5,N/A,5
EAST PARIS SURGICAL CENTER LLC,23C0001053,1194798959,GRAND RAPIDS,MI,49546,2019,N/A,5,60.21,,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.17,
ORANGE COUNTY OPHTHALMOLOGY MEDICAL GROUP DBA ORANGE COUNTY EYE SURGICAL CENTER,05C0001061,1194803320,GARDEN GROVE,CA,92843,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.00,
LASER AND SURGICAL SERVICES AT CENTER FOR SIGHT LLC,10C0001341,1194813303,SARASOTA,FL,34239,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.16,
BEVERLY HILLS REGIONAL SURGERY CENTER LP,05C0001060,1194959809,LOS ANGELES,CA,90035,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
PACIFIC CATARACT AND LASER INSTITUTE INC PC,32C0001124,1194970418,ALBUQUERQUE,NM,87113,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.90,
ADVANCED SURGERY CENTER OF PALM BEACH COUNTY LLC,10C0001538,1194987222,LAKE WORTH,FL,33449,2019,56.75,,N/A,5,623,No Different Than the National Rate,12.2,9.0,16.4,,N/A,5,N/A,5
COMMUNITY ENDOSCOPY CENTER,15C0001051,1194997965,INDIANAPOLIS,IN,46216,2019,N/A,5,N/A,5,3607,No Different Than the National Rate,11.3,9.0,14.0,,N/A,5,N/A,5
ENDOCENTRE AT QUARTERFIELD STATION,21C0001377,1205013273,GLEN BURNIE,MD,21061,2019,N/A,5,N/A,5,1624,No Different Than the National Rate,11.2,8.6,14.7,,N/A,5,N/A,5
PIERCE STREET SAME DAY SURGERY LC,16C0001028,1205030731,SIOUX CITY,IA,51104,2019,N/A,5,N/A,5,1771,No Different Than the National Rate,11.8,9.1,15.2,,N/A,5,N/A,5
TALBERT SURGICAL ASSOCIATES,05C0001860,1205076593,HUNTINGTON BEACH,CA,92647,2019,N/A,5,N/A,5,130,No Different Than the National Rate,11.5,8.3,15.9,,N/A,5,N/A,5
ADVANCED ENDOSCOPY CENTER PSC,40C0001031,1205127032,PONCE,PR,00717,2019,N/A,5,N/A,5,160,No Different Than the National Rate,11.7,8.3,16.0,,N/A,5,N/A,5
